primary_city,county,zip_code,FM_Closest_raw,FM_Closest_AR,FM_Closest_SP,FM_Attends_raw,FM_Attends_AR,FM_Attends_SP,Final_FM_Attend,transaction_id,agree_with_Attends,Final_FM_Closest,agree_with_Closest
Lebanon,Wilson County,37087,Lesters Farmers Market on Castle Heights Road,Lester Farms,Lester Farms,Lesters Farmers Market on Castle Heights Road,Lester Farms,Lester Farms,Lester Farms,54EdJXZqAetLB4wrFzMuMS,,Lester Farms,
,,72472,Unsure ,Unsure,,Ballards,Not Farmers Market,,Not Farmers Market,54LwonlrwnuoJcWGRUd4ox,AR,,
Centerville,Hickman County,37033,Unsure,Unsure,Unsure,Hwy 100 Centerville Tennessee,Centerville Farmers Market,Centerville Farmers Market,Centerville Farmers Market,54O5t6LDrq5bPyxKlN3O4j,,Unsure,
Manchester,Coffee County,37355,Unsure,Unsure,Unsure,Richland park,Richland Farmers Market,Richland Farmers Market,Richland Farmers Market,54nebDRnolIUYSxi7vevmw,,Unsure,
Ripley,Lauderdale County,38063,unsure,Unsure,Unsure,,,NA, ,55NBmv36UcSukNoLKIrgdh,,Unsure,
Sherwood,Franklin County,37376,Unsure,Unsure,Unsure,Swanee,Not Farmers Market,South Cumberland Farmers Market,Not Farmers Market,55fcCG2pqgR6apBEARmicy,AR,Unsure,
Loudon,Loudon County,37774,Unsure,Unsure,Unsure,In oak ridge,Oak Ridge Farmers Market,Oak Ridge Farmers Market,Oak Ridge Farmers Market,55njX6kzqX5riO93gKU9qw,,Unsure,
Franklin,Williamson County,37067,Unsure ,Unsure,Unsure,Franklin Farmers Market ,Franklin Farmers Market,Franklin Farmers Market,Franklin Farmers Market,55yQM9qBpGGH9cAtOiuAmA,,Unsure,
Memphis,Shelby County,38125,Unsure,Unsure,Unsure,5544 Shakespeare Dr,,Not Farmers Market,Not Farmers Market,56Bj6Xatfz5AYR0FlD6soA,SP,Unsure,
Murfreesboro,Rutherford County,37130,Farmers outlet ,Not a farmers market,Main Street Murfreesboro Farmers Market,Farmers outlet ,Not Farmers Market,Main Street Murfreesboro Farmers Market,,56HYEnkDet14CcLPqNNw5v,,Not a farmers market,AR
Oak Ridge,Anderson County,37830,Nashville ,Nashville Farmers Market,Nashville Farmers Market,Nashville ,Nashville Farmers Market,Nashville Farmers Market,Nashville Farmers Market,56LV7YJUrrfUKOtyjH4RDG,,Nashville Farmers Market,
,,38637,South Memphis Farmers Market,South Memphis Farmers Market,,,,, ,56TaKL75X2tbRtspiJX0r0,,South Memphis Farmers Market,AR
Clinton,Anderson County,37716,Unsure,Unsure,Unsure,,,NA, ,56ftTinUpvv3qps3lxKo1K,,Unsure,
Jefferson City,Jefferson County,37760,Dandridge,Dandridge Farmers Market,Dandridge Farmers Market,Dandridge farmers market,Dandridge Farmers Market,Dandridge Farmers Market,Dandridge Farmers Market,56hF2wTGB854gVKdSDsU6r,,Dandridge Farmers Market,
Franklin,Williamson County,37064,Liberty Pike,Factory Farmers Market,Franklin Farmers Market,The Factory ,Factory Farmers Market,Factory Farmers Market,Factory Farmers Market,56ls12h6QW4UOPr3r7bBk5,,Factory Farmers Market,AR
,,72301,Marion Cove,Not in TN,,Marion cove,N/A,,,56mzY3DY2fKViGPVC89to0,,,
Memphis,Shelby County,38107,Cumc ,Unsure,NA,Cumc ,Unsure,NA,,56riHl9u4TkHen42axSbvp,,,
Memphis,Shelby County,38134,Unsure,Unsure,Unsure,,,NA, ,56uLeuZk0yPzXXblrRT4lD,,Unsure,
Memphis,Shelby County,38118,Winchester,Winchester Farmers Market,Winchester Farmers Market,Winxhes6wr,Winchester Farmers Market,Winchester Farmers Market,Winchester Farmers Market,576XQyFGVZ1vhsouzFP84P,,Winchester Farmers Market,
Bluff City,Sullivan County,37618,Elizabethton/Kiwanis Park Farmers Market,Elizabethton Farmers Market,Elizabethton Farmers Market,State Street Farmers Market or Kingsport Farmer Market,State Street Farmers Market,Kingsport Farmers Market,Kingsport Farmers Market,579ydy9o3ZtMryMPjYUw6J,SP,Elizabethton Farmers Market,
Woodlawn,Montgomery County,37191,Unsure ,Unsure,Unsure,Sprouts ,Not Farmers Market,Not Farmers Market,Not Farmers Market,57aXBquSspoK3RWvgzcxBD,,Unsure,
Memphis,Shelby County,38114,Unsure,Unsure,Unsure,,,NA, ,57aZijrzmCjeMJxhURuJPZ,,Unsure,
Mason,Tipton County,38049,Squirrel-EEs,Not a farmers market,Unsure,,,NA, ,57frzI06RtntU2nvrzBhFu,,,
Mason,Tipton County,38049,Unsure,Unsure,Unsure,,,NA, ,57xVV8VX4ScsQGJ03PazqL,,Unsure,
Knoxville,Knox County,37909,Unsure,Unsure,Unsure,Down town ,Market Square Farmers Market,Market Square Farmers Market,Market Square Farmers Market,58P7U46bbkalFZSSpBft6n,,Unsure,
Cordova,Shelby County,38018,No,,NA,,,NA, ,58f2i1OkscsEuo6NgdQPg8,,,
Shelbyville,Bedford County,37160,Unsure,Unsure,Unsure,,,NA, ,58rBItZ0raBtJhByBoRAYk,,Unsure,
Sweetwater,Monroe County,37874,Athens tn,Athens Farmers Market,Englewood Farmers Market,Athens tn,Athens Farmers Market,Englewood Farmers Market,Athens Farmers Market,58z1WmVsfod5Oj5Zxiic7z,AR,,
Franklin,Williamson County,37067,is the closest farmers' market to my home.,,Unsure,"The farmers' market I typically frequent is the Franklin Farmers Market, located at The Factory at Franklin.",Factory Farmers Market,Factory Farmers Market,Factory Farmers Market,59bcrX1cJbU7WhgVQP4D0g,,,
Tullahoma,Coffee County,37388,Unsure,Unsure,Unsure,Rutherford County Farmers Market,Rutherford County Farmers Market,Rutherford County Farmers Market,Rutherford County Farmers Market,59gGfOR6IL1Gb3cSuGjKYd,,Unsure,
Clarksville,Montgomery County,37042,Unsure ,Unsure,Unsure,,,NA, ,59hKp7DhRtDCis1V1Tv3NH,,Unsure,
Newport,Cocke County,37821,Carver's,Carver's Orchard,Carver's Orchard,Carver's,Carver's Orchard,Carver's Orchard,Carver's Orchard,59kMSaoUaRBTrERdNH1twL,,Carver's Orchard,
Nashville,Davidson County,37209,Sprouts ,Not a farmers market,Not Farmers Market,,,NA, ,59lpgn91DJwXpIEg6d3XTP,,,
Knoxville,Knox County,37918,Unsure,Unsure,Unsure,,,NA, ,59n15BGRciu6B1cSI8p4O2,,Unsure,
Murfreesboro,Rutherford County,37130,Naylor,Not a farmers market,Unsure,Murfreesboro ,Main Street Murfreesboro Farmers Market,Main Street Murfreesboro Farmers Market,Main Street Murfreesboro Farmers Market,59rvgLNKaKnQU1a0FoKpk5,,,
Red Boiling Springs,Macon County,37150,Unsure ,Unsure,Unsure,Farmers market,,Barefoot Community Farmers Market,Barefoot Community Farmers Market,5AaBoVicty8VctabcWB4M6,SP,Unsure,
Memphis,Shelby County,38134,"Bartlett Farmer's Market, Bartlett Boulevard",Bartlett Station Farmers Market,Bartlett Station Farmers Market,"Bartlett Farmers Market, Bartlett Boulevard",Bartlett Station Farmers Market,Bartlett Station Farmers Market,Bartlett Station Farmers Market,5BW7Ruy1Jhd9EYbo6MAOq2,,Bartlett Station Farmers Market,
Newport,Cocke County,37821,Unsure ,Unsure,Unsure,,,NA, ,5BXHfxFIAwdLWLZ1NniYRZ,,Unsure,
Maryville,Blount County,37801,Unsure ,Unsure,Unsure,,,NA, ,5ByNc7RkjjF9KHC2EzvPae,,Unsure,
Dyersburg,Dyer County,38024,Unsure,Unsure,Unsure,,,NA, ,5C58hVVNdsBLyUCRK9YIn4,,Unsure,
Murfreesboro,Rutherford County,37128,Unsure,Unsure,Unsure,,,NA, ,5CO8RvJ3ra2fscjIYWB5QY,,Unsure,
Bethel Springs,McNairy County,38315,Unsure,Unsure,Unsure,Crump,Not Farmers Market,NA,,5Cn98ZoImQnYXAYHxxi8k7,,Unsure,
Nashville,Davidson County,37216,Unsure ,Unsure,Unsure,Farmers Market ,,Nashville Farmers Market,Nashville Farmers Market,5D5XcUQocGhHDgvvGUGVvK,SP,Unsure,
Nashville,Davidson County,37217,Unsure ,Unsure,Unsure,,,NA, ,5DDqsmxyUw4dUrqeDQh4kr,,Unsure,
Morristown,Hamblen County,37814,Unsure ,Unsure,Unsure,Morristown Farmers Market ,Morristown Farmers Market,Morristown Farmers Market,Morristown Farmers Market,5DVqpt4cIVxWF9yHOWxUCm,,Unsure,
Manchester,Coffee County,37355,Bell market,Unsure,Not Farmers Market,,,NA, ,5DmhkVJRFEDUVn0CoLLw8b,,,
Cordova,Shelby County,38016,international farmers market,Cordova International Farmers Market,Cordova International Farmers Market,black famers market,Black Farmers Market,Black Farmers Market,Black Farmers Market,5E5mOym1FhaXl5z2YcfGEy,,Cordova International Farmers Market,
Selmer,McNairy County,38375,Selmer ,Selmer Farmers Market,Selmer Farmers Market,Selmer ,Selmer Farmers Market,Selmer Farmers Market,Selmer Farmers Market,5E5u7DCc9AUDbLuSSB9crX,,Selmer Farmers Market,
Sweetwater,Monroe County,37874,Unsure,Unsure,Unsure,,,NA, ,5EF80390hQPbkD9Gb2nzFS,,Unsure,
Chestnut Mound,Smith County,38552,Unsure,Unsure,Unsure,,,NA, ,5EM3soowu6WOZwjq6BseaQ,,Unsure,
La Follette,Campbell County,37766,Jacksboro  Pike,Campbell County Farmers Market,Not Farmers Market,Jacksboro Pike,Campbell County Farmers Market,Unsure,Unsure,5EkVwHnri7Y3TuWoMqcDco,SP,Campbell County Farmers Market,AR
Memphis,Shelby County,38111,Unsure,Unsure,Unsure,,,NA, ,5FLp4qYzlh6kahSigqrn9J,,Unsure,
Franklin,Williamson County,37067,The Factory in Franklin,Factory Farmers Market,Factory Farmers Market,The Factory in Franklin,Factory Farmers Market,Factory Farmers Market,Factory Farmers Market,5FYpjmjGT86BBeD3jcrdAw,,Factory Farmers Market,
Knoxville,Knox County,37920,Unsure,Unsure,Unsure,,,NA, ,5FgTd76yKgeuNolTWe9gvQ,,Unsure,
,,38671,Unsure,Unsure,,Ocean side,N/A,,,5GG0GIIj8EXGrU60WAvsqd,,Unsure,
Nashville,Davidson County,37211,Crieve hall,Farmin in the Halls,Farmin in the Halls,Farmin in the hall,Farmin in the Halls,Farmin in the Halls,Farmin in the Halls,5Ga6v4JHdbGVTK9HsZmb0r,,Farmin in the Halls,
Memphis,Shelby County,38106,Might BLV ,South Memphis Farmers Market,Unsure,Mississippi blv,South Memphis Farmers Market,Memphis Farmers Market,South Memphis Farmers Market,5HhpoMe5Mih8GL9Sv087cz,AR,South Memphis Farmers Market,AR
Woodbury,Cannon County,37190,Cannon county ,Cannon County Farmers Market,Unsure,Woodbury farmers market,Not Farmers Market,Cannon County Farmers Market,Cannon County Farmers Market,5HlLxfyqebWnGR5OlPEVIE,SP,Unsure,SP
Sevierville,Sevier County,37862,Unsure,Unsure,Unsure,Downtown severville,Unsure,Sevierville Farmers Market,Sevierville Farmers Market,5HxHRhK6JLoYfMJ4sKqwUv,SP,Unsure,SP
Knoxville,Knox County,37922,Kingston Pike,Farm Fresh Produce,Janta Farmers Market,The Renaissance Center,Not Farmers Market,Kingston Lakeside Farmers Market,Kingston Lakeside Farmers Market,5IGNsmUIislxXvBoAOvb0O,SP,Janta Farmers Market,SP
Murfreesboro,Rutherford County,37129,Murfreesboro ,Main Street Murfreesboro Farmers Market,Main Street Murfreesboro Farmers Market,Nashville,Nashville Farmers Market,Nashville Farmers Market,Nashville Farmers Market,5IU4XHzaWL0rOKMXYGG2uf,,Main Street Murfreesboro Farmers Market,
Memphis,Shelby County,38116,unsure ,Unsure,Unsure,the fresh market ,Not Farmers Market,Not Farmers Market,Not Farmers Market,5IzXrxj7Iks45wyyoN7zyJ,,Unsure,
Knoxville,Knox County,37920,Market Square Farmers market ,Market Square Farmers Market,Market Square Farmers Market,Market Square Farmers Market ,Market Square Farmers Market,Market Square Farmers Market,Market Square Farmers Market,5J0RpsU6M0ujIQTS24df78,,Market Square Farmers Market,
Memphis,Shelby County,38128,Germantown Rd,Cordova International Farmers Market,Farm Park Farmers Market,,,NA, ,5JM8Pws6OLTZnU0LPffGND,,Cordova International Farmers Market,AR
,,38611,Unsure ,Unsure,,,,, ,5JUGHxQQ6qpTYJ5kQa1mhk,,,
Crossville,Cumberland County,38572,Cumberland County Farmers Market,Masons Cumberland Farmers Market,Masons Cumberland Farmers Market,Cumberland County Farmers Market,Masons Cumberland Farmers Market,Unsure,Masons Cumberland Farmers Market,5K2fLQ1qRbl3yNsxkLif6m,AR,Masons Cumberland Farmers Market,
Nashville,Davidson County,37210,Rosa Parks blvd,Nashville Farmers Market,Nashville Farmers Market,Rosa Parks Blvd farmers market ,Nashville Farmers Market,Nashville Farmers Market,Nashville Farmers Market,5K3LNbSl6Z00I0bMHiH4gF,,Nashville Farmers Market,
Pleasant View,Cheatham County,37146,Unsure,Unsure,Unsure,Springfield ,Springfield Farmers Market,Springfield Farmers Market,Springfield Farmers Market,5KLXSAmgPEOvtTY56Iz8uA,,Unsure,
Brighton,Tipton County,38011,Unsure ,Unsure,Unsure,Agra Center memphis ,Agricenter Farmers Market,Agricenter Farmers Market,Agricenter Farmers Market,5KWNYkQaq5BMNbeAsUl4fR,,Unsure,
Memphis,Shelby County,38134,Unsure,Unsure,Unsure,Sprout,Not Farmers Market,Not Farmers Market,Not Farmers Market,5LhoH1FILtULJZnvJGYmPs,,Unsure,
Maynardville,Union County,37807,Union county farmers market,Union County Farmers Market,Union County Farmers Market,Union county farmer's market,Union County Farmers Market,Union County Farmers Market,Union County Farmers Market,5M0QglWGTbnT5v0HgvLC6L,,Union County Farmers Market,
Nashville,Davidson County,37216,aldi ,Not a farmers market,Not Farmers Market,Aldi,Not Farmers Market,Nashville Farmers Market,,5MaDOqtWo6eibkRpzrjw0H,,,
Crossville,Cumberland County,38555,Unsure,Unsure,Unsure,Peavine Road,Fairfield Glade Farmers Market,Fairfield Glade Farmers Market,Fairfield Glade Farmers Market,5N6NU6A7g9CtCmbif2G6vs,,Unsure,
Hartsville,Trousdale County,37074,Unsure,Unsure,Unsure,,,NA, ,5N8keDR3Fj8R2Xqg58kRr0,,Unsure,
Lewisburg,Marshall County,37091,"Franklin farmers Market located at 230 Franklin road Franklin, TN 37064",Franklin Farmers Market,Franklin Farmers Market,The Franklin Farmers Market,Franklin Farmers Market,Franklin Farmers Market,Franklin Farmers Market,5NKKuIBbgdvBeOLSOgGC2Y,,Franklin Farmers Market,
Oak Ridge,Anderson County,37830,Unsure,Unsure,Unsure,,,NA, ,5Nab1oCylYhflHy75cGpSq,,Unsure,
,,40828,Roper's,Not a farmers market,,"Ropers, Harlan KY",Not Farmers Market,,,5POZn4X20cX59HMdS85wiC,,,
Nashville,Davidson County,37221,Bellevue Farmer's Market,Bellevue Farmers Market,Nashville Farmers Market,,,NA, ,5PWqR9fZ7SlSZdkcbcrVhm,,Bellevue Farmers Market,AR
Cookeville,Putnam County,38501,Unsure,Unsure,Unsure,,,NA, ,5PXn8VV8XYjo3qMcUQObL4,,Unsure,
Antioch,Davidson County,37013,unsure,Unsure,Unsure,Somewhere Downtown donÃ¢ÂÂt remember,Unsure,Unsure,Unsure,5Pi5r5Zj1LnvNTgg8jJl8y,,Unsure,
Morristown,Hamblen County,37813,Unsure ,Unsure,Unsure,,,NA, ,5QaFx0WkeakV0JmOxHPpEt,,Unsure,
Memphis,Shelby County,38111,Unsure,Unsure,Unsure,Agricenter Farmers Market,Agricenter Farmers Market,Agricenter Farmers Market,Agricenter Farmers Market,5QdipjOlos3PlsFvMPdVnR,,Unsure,
Antioch,Davidson County,37013,Nashville farmers' market at 900 Rose  L.,Nashville Farmers Market,Nashville Farmers Market,,,NA, ,5QkfrpNNAqkz0H9FMF0Jix,,Nashville Farmers Market,
Antioch,Davidson County,37013,Abeys Grocery.,Not a farmers market,Not Farmers Market,Farmers live,Unsure,Unsure,Unsure,5RGqlRE8x1JGMteJrmPByP,,,
Nashville,Davidson County,37206,Nashville Farmers Market,Nashville Farmers Market,Nashville Farmers Market,Nashville FarmerÃ¢ÂÂs Market,Nashville Farmers Market,Nashville Farmers Market,Nashville Farmers Market,5ROKuKV0MdaKErqKf8sTlV,,Nashville Farmers Market,
Clarksville,Montgomery County,37042,Unsure ,Unsure,Unsure,,,NA, ,5RqIguEVPZ30Xzny1Lj9XW,,Unsure,
,,72365,Unsure,Unsure,,,,, ,5SKgyGpPOX4QCOi66Bo98j,,Unsure,
Clarksville,Montgomery County,37043,Unsure,Unsure,Unsure,,,NA, ,5SRleneboVT3n5FLEro2nn,,Unsure,
Antioch,Davidson County,37013,Kroger,Not a farmers market,Not Farmers Market,,,NA, ,5SxlKJyCq8kbBtI1tlLVIH,,,
Murfreesboro,Rutherford County,37129,Murfreesboro square,Main Street Murfreesboro Farmers Market,Main Street Murfreesboro Farmers Market,Murfreesboro square,Main Street Murfreesboro Farmers Market,Main Street Murfreesboro Farmers Market,Main Street Murfreesboro Farmers Market,5T0ZxrrUaA5rotojFUGwk6,,Main Street Murfreesboro Farmers Market,
Memphis,Shelby County,38114,Parkway ,Overton Park Community Farmers Market,Fresh Roots Farmers Market,Don't know ,,Unsure,,5T5W2YES30Y2cAlF1QNLcx,,Overton Park Community Farmers Market,AR
Lewisburg,Marshall County,37091,Unsure ,Unsure,Unsure,,,NA, ,5TTBQUBYfZLTLpjp2ZHci9,,Unsure,
Nashville,Davidson County,37205,Bicentennial Mall,Nashville Farmers Market,Nashville Farmers Market,,,NA, ,5Tjjte13cO5eiPitZDHgpA,,Nashville Farmers Market,
Speedwell,Claiborne County,37870,Harryget,Harrogate Plant and Produce,Harrogate Plant and Produce,Local farm,Not Farmers Market,Not Farmers Market,Not Farmers Market,5TmbzWNIDcqDurgBLJi5vC,,Harrogate Plant and Produce,
Parsons,Decatur County,38363,Unsure ,Unsure,Unsure,Larry's ,,Not Farmers Market,,5U5jMPLRPBIGFGDTgXTI35,,Unsure,
Tazewell,Claiborne County,37879,Sharps chapel ,Tazewell Farmers Market,Unsure,,,NA, ,5UCkWVIJPkGB2TnitXp93w,,Tazewell Farmers Market,AR
Ashland City,Cheatham County,37015,Riverfront Park,Ashland City Farmers Market,Nashville Farmers Market,Ashland City Riverfront Park,Ashland City Farmers Market,Not Farmers Market,Ashland City Farmers Market,5UDdG4gRH19OHBhwOXrcAQ,AR,Ashland City Farmers Market,AR
Newbern,Dyer County,38059,Dyersburg ,Main Street Dyersburg Farmers Market,Main Street Dyersburg Farmers Market,,,NA, ,5UTjS9UiYuedWkhgTyKHKx,,Main Street Dyersburg Farmers Market,
,,72301,Unsure ,Unsure,,Amish food Store ,Not Farmers Market,,,5Ugrd2SD01eMIRRC6kjuuV,,,
Del Rio,Cocke County,37727,Unsure ,Unsure,Unsure,Newport Farmers market ,Newport Farmers Market,Unsure,Newport Farmers Market,5V4ytq1HBNX0qtJBe8J5yT,AR,Unsure,
Memphis,Shelby County,38125,Unsure ,Unsure,Unsure,,,NA, ,5VMQOgWvtZgXu4yLltjCRe,,Unsure,
Oak Ridge,Anderson County,37830,Oak Ridge ,Oak Ridge Farmers Market,Oak Ridge Farmers Market,,,NA, ,5WEs2efvCmXeg7iIaHIvpA,,Oak Ridge Farmers Market,
Nashville,Davidson County,37208,Tennessee ,,Nashville Farmers Market,Tennessee,,Unsure,,5WR73FrUiocctkgrK1IPGz,,,AR
Brentwood,Williamson County,37024,AAA,Triple A Farm,Triple A Farm,AAA,Triple A Farm,Not Farmers Market,Triple A Farm,5XCfkLkdclE89YnnGyCEQC,AR,Triple A Farm,
,,38834,Hwy 72 ,Not a farmers market,,Corinth farmers,The Corinth Farmers Market,,The Corinth Farmers Market,5XGOpCMVLDyjvsrpR2JVdo,AR,,
Woodlawn,Montgomery County,37191,Unsure ,Unsure,Unsure,Sprouts,Not Farmers Market,Not Farmers Market,Not Farmers Market,5XZ3UqcWsWS7Z2Ng96ENyn,,Unsure,
Smyrna,Rutherford County,37167,Umsure,,Unsure,Medical hill,,Smyrna Depot Farmers Market,Smyrna Depot Farmers Market,5XkqcrR1Sra59o036zZUq2,SP,,
,,38655,Oxford farmers market Bramlett Blvd,Not a farmers market,,Oxford farmers market Bramlett Blvd,N/A,,,5Xrcf8vw6rD3SRcIY6n3YL,,,
Burlison,Tipton County,38015,Covington Square Covington TN,Covington Farmers Market,Covington Farmers Market,Lightfoot farms Millington ,Lightfoot Farmers Market,Lightfoot Farmers Market,Lightfoot Farmers Market,5Y2PhfWC5pDbj7dW6KPepV,,Covington Farmers Market,
Knoxville,Knox County,37918,New Harvest,New Harvest Farmers Market,New Harvest Farmers Market,Market Square,Market Square Farmers Market,Market Square Farmers Market,Market Square Farmers Market,5YKKe9VpZqqjXdCn3wewmA,,New Harvest Farmers Market,
Clarksville,Montgomery County,37043,Unsure,Unsure,Unsure,,,NA, ,5YTxbXj6kzTA63aXqVy2Vg,,Unsure,
Memphis,Shelby County,38104,Unsure,Unsure,Unsure,,,NA, ,5YfB5FOtMvKlvTqmckMhXn,,Unsure,
Nashville,Davidson County,37219,Nashville Farmers Market,Nashville Farmers Market,Nashville Farmers Market,Nashville Farmers Market,Nashville Farmers Market,Nashville Farmers Market,Nashville Farmers Market,5YtZdqDXUt05mIsfkpB8ML,,Nashville Farmers Market,
,,38635,Unsure ,Unsure,,,,, ,5YvaOFNufStLbvOmWSI3hQ,,,
Goodlettsville,Davidson County,37072,Unsure,Unsure,Unsure,,,NA, ,5ZUuI7H5kzOtrSj5MTBfEh,,Unsure,
Memphis,Shelby County,38127, Seven Harvest Farmers Market 4630 Raleigh LaGrange,Not a farmers market,Not Farmers Market,Memphis Farmers Market G. E. Patterson and South Front Street,Memphis Farmers Market,Memphis Farmers Market,Memphis Farmers Market,5aD5TB7RmTllHgnl3n0qm3,,,
,,35055,unsure,Unsure,,,,, ,5aIDAA7uBcFpNhn9Ww8zX0,,,
Hohenwald,Lewis County,38462,Unsure ,Unsure,Unsure,,,NA, ,5aJ2Z45enhcj5W95ApbSjM,,Unsure,
Memphis,Shelby County,38108,Hyde park,Chelsea Avenue Farmers Market,Chelsea Avenue Farmers Market,,,NA, ,5aRNWnRiDmoSbJTXjsyp1E,,Chelsea Avenue Farmers Market,
Knoxville,Knox County,37920,Unsure,Unsure,Unsure,,,NA, ,5aYYopiHC0teHtln9KvLe4,,Unsure,
Lenoir City,Loudon County,37771,Unsure ,Unsure,Unsure,,,NA, ,5aism6Yo3asUpxqgO6zQa5,,Unsure,
Mount Juliet,Wilson County,37122,Farmers Market 8th Ave,Unsure,Unsure,,,NA, ,5ajii90ux5UuUbLBhaDeuQ,,Unsure,
Pegram,Cheatham County,37143,Nashville,Nashville Farmers Market,Nashville Farmers Market,,,NA, ,5bRJQNkK4TiwzCyewuUBMO,,Nashville Farmers Market,
Germantown,Shelby County,38138,Germantown PKWY,Cordova International Farmers Market,Agricenter Farmers Market,,,NA, ,5c0gPmMJeMfnkFiS6XnAAP,,Cordova International Farmers Market,AR
Memphis,Shelby County,38125,Winchester Farmers Market,Winchester Farmers Market,Winchester Farmers Market,"Winchester Farmers Market, ",Winchester Farmers Market,Winchester Farmers Market,Winchester Farmers Market,5c9aJJFleWRHeqRZPFcO2n,,Winchester Farmers Market,
La Follette,Campbell County,37766,Knoxville Tennessee ,Unsure,Market Square Farmers Market,,,NA, ,5cK9OxYyo3V7GTJtGdZtrE,,Market Square Farmers Market,SP
Pulaski,Giles County,38478,Unsure,Unsure,Unsure,,,NA, ,5ciqaSxX6dSbYmUecjnl3r,,Unsure,
Memphis,Shelby County,38125,Unsure ,Unsure,Unsure,The FarmerÃ¢ÂÂs Market ,,Memphis Farmers Market,Memphis Farmers Market,5cqtWYsptXiSSOtblXJNfn,SP,Unsure,
Morristown,Hamblen County,37814,Unsure   unsure,Unsure,Unsure,Don't know,,Unsure,,5cyIZVlSKrJvZJYkzfR6Ep,,Unsure,
Sherwood,Franklin County,37376,Winchester farmers Market ,Winchester Farmers Market,Winchester Farmers Market,Winchester farmers Market,Winchester Farmers Market,Winchester Farmers Market,Winchester Farmers Market,5dDGKsyta3r4PjlgqzYWOg,,Winchester Farmers Market,
